time,ID_PRODUCTO,COD_CLIENTE,FECHA_REAL,VALOR_VENTA,VALOR_FINANCIADO
0,4279473,226276, 29/03/2015,1200000,0
0,643027,614031, 29/03/2015,1000000,0
0,643027,614031, 29/03/2015,140000,1140000
82,3227610,623779, 19/06/2015,1118000,1118000
82,3241411,523979, 19/06/2015,180000,0
82,3241411,523979, 19/06/2015,513732,673732
83,4309016,122852, 20/06/2015,880000,0
83,4309016,122852, 20/06/2015,640000,1520000
72,4297817,224470, 09/06/2015,429000,0
72,4297817,224470, 09/06/2015,462000,891000
83,3895508,238259, 20/06/2015,429000,0
83,3895508,238259, 20/06/2015,462000,891000
85,4308915,516645, 22/06/2015,1550000,1550000
90,4313093,120896, 27/06/2015,355650,0
90,4313093,120896, 27/06/2015,1144350,1500000
96,4314673,815011, 03/07/2015,1000000,1000000
97,3926143,512220, 04/07/2015,490000,490000
99,4316057,210029, 06/07/2015,505999,0
99,4316057,210029, 06/07/2015,470001,976000
102,599971,214231, 09/07/2015,1500000,1500000
103,3775475,476893, 10/07/2015,1289688,1289688
103,554050,538465, 10/07/2015,1061961,0
103,554050,538465, 10/07/2015,538039,1600000
103,4314456,814884, 10/07/2015,744000,744000
102,3052530,380039, 09/07/2015,1040000,860000
104,3572681,479463, 11/07/2015,1179000,1179000
104,3971465,504578, 11/07/2015,843000,843000
106,4307520,440207, 13/07/2015,994000,994000
107,3055951,276962, 14/07/2015,1600000,1600000
108,598747,612841, 15/07/2015,1600000,1600000
107,4319308,240914, 14/07/2015,770000,0
107,4319308,240914, 14/07/2015,730000,1500001
103,4320186,350173, 10/07/2015,1470000,1470000
110,4320214,199712, 17/07/2015,682000,682000
110,4320363,81250, 17/07/2015,387000,387000
111,4009360,507500, 18/07/2015,1850000,1600000
111,4321049,103078, 18/07/2015,577000,577000
114,4321049,103078, 21/07/2015,203500,203500
114,4321562,69692, 21/07/2015,423000,423000
114,4321567,63466, 21/07/2015,411000,411000
116,4294834,342263, 23/07/2015,1118000,1118000
116,4322559,361587, 23/07/2015,1250000,1250000
116,3129922,554413, 23/07/2015,550000,463000
116,599594,546810, 23/07/2015,1368000,1368000
116,4323207,614601, 23/07/2015,1232965,1232965
116,4323206,194372, 23/07/2015,1129402,1129402
116,4323209,430466, 23/07/2015,1354160,1354160
117,4323234,58232, 24/07/2015,860000,860000
117,4323262,487002, 24/07/2015,1350000,1350000
117,4323434,330627, 24/07/2015,1000000,0
117,4323434,330627, 24/07/2015,500000,1500000
117,4136608,220712, 24/07/2015,640000,442000
117,4323562,420983, 24/07/2015,1500000,1500000
115,4323962,618089, 22/07/2015,778999,0
115,4323962,618089, 22/07/2015,635001,1414000
115,3515228,275132, 22/07/2015,313000,313000
120,4325154,79223, 27/07/2015,560000,560000
120,4325424,448670, 27/07/2015,1340000,1340000
121,4325504,534643, 28/07/2015,1500000,1500000
121,3223514,183877, 28/07/2015,700000,600000
115,3498913,474410, 22/07/2015,260000,260000
122,4148843,335464, 29/07/2015,303000,303000
122,3114458,389022, 29/07/2015,841000,841000
122,4320214,199712, 29/07/2015,799000,799000
122,4326118,190199, 29/07/2015,849999,0
122,4326118,190199, 29/07/2015,250001,1100000
123,3162744,357130, 30/07/2015,751800,751800
123,3029284,365778, 30/07/2015,826000,826000
123,4098525,223052, 30/07/2015,650794,650794
123,4326382,232097, 30/07/2015,1500000,1500000
123,3027400,366089, 30/07/2015,850000,850000
123,4326563,167566, 30/07/2015,1500000,1500000
123,4326603,494292, 30/07/2015,892218,892218
124,4326632,546667, 31/07/2015,542000,542000
124,3588113,486563, 31/07/2015,1128156,1128156
124,4207310,217484, 31/07/2015,1600000,1600000
124,4327364,96675, 31/07/2015,1050346,0
124,4327364,96675, 31/07/2015,249654,1300000
124,4327367,825983, 31/07/2015,789000,789000
125,4233940,582303, 01/08/2015,1271435,1271435
125,3253965,581782, 01/08/2015,391200,391200
127,3227171,491566, 03/08/2015,735600,735600
127,4327871,204525, 03/08/2015,1200000,1200000
127,4330944,441630, 03/08/2015,500000,500000
128,3134695,440887, 04/08/2015,1817392,1817392
128,591189,612121, 04/08/2015,1078000,1078000
128,4328285,468415, 04/08/2015,1500000,1500000
129,4327372,530103, 05/08/2015,460000,460000
129,4328483,130202, 05/08/2015,618000,0
129,4328483,130202, 05/08/2015,448000,1066000
129,4328519,147516, 05/08/2015,250000,250000
129,3204781,481630, 05/08/2015,1261000,1261000
128,4328561,294126, 04/08/2015,1159000,0
128,4328561,294126, 04/08/2015,618000,1600000
129,3689244,449739, 05/08/2015,922449,922449
129,4151774,332469, 05/08/2015,594000,594000
129,4328828,535624, 05/08/2015,1600000,1600000
125,4328932,350450, 01/08/2015,567000,567000
130,3593484,477290, 06/08/2015,1569360,1569360
130,551336,593207, 06/08/2015,432000,432000
130,551336,593207, 06/08/2015,713000,713000
127,4329126,480015, 03/08/2015,1200000,0
127,4329126,480015, 03/08/2015,223000,1423000
128,4329139,473373, 04/08/2015,1400000,1400000
130,3570331,426209, 06/08/2015,1129000,1129000
131,3201367,519673, 07/08/2015,78000,78000
131,3939524,542446, 07/08/2015,830000,608365
132,4329351,826819, 08/08/2015,1500000,1500000
132,4329352,442957, 08/08/2015,850000,850000
132,4329356,100220, 08/08/2015,1000000,1000000
132,4329357,69926, 08/08/2015,1000000,1000000
132,4329359,58089, 08/08/2015,1000000,1000000
132,596903,512091, 08/08/2015,1079327,1079327
132,3034445,383228, 08/08/2015,470000,470000
129,4122219,184210, 05/08/2015,189000,189000
132,4329511,338448, 08/08/2015,1177925,1177925
133,4329518,99722, 09/08/2015,1000000,1000000
129,4329599,827739, 05/08/2015,1200000,0
129,4329599,827739, 05/08/2015,470000,1500000
119,3778633,244098, 26/07/2015,687000,687000
129,4329738,459456, 05/08/2015,597000,0
129,4329738,459456, 05/08/2015,735000,1332000
118,4329755,829225, 25/07/2015,429000,0
118,4329755,829225, 25/07/2015,473298,902297
134,3556017,504641, 10/08/2015,1530209,1530209
134,569223,593424, 10/08/2015,543780,543780
135,4330047,442573, 11/08/2015,1600000,1600000
135,4298305,225989, 11/08/2015,292000,292000
129,4330105,830687, 05/08/2015,1200000,1200000
128,4330112,473373, 04/08/2015,1500000,1500000
135,4330144,92332, 11/08/2015,680000,680000
135,560626,505799, 11/08/2015,1300000,1300000
134,4330225,205879, 10/08/2015,1200000,0
134,4330225,205879, 10/08/2015,300000,1500000
135,3756038,531931, 11/08/2015,1299000,1299000
127,3206369,216808, 03/08/2015,879000,879000
135,4330318,829972, 11/08/2015,1000000,1000000
135,4330321,531412, 11/08/2015,1500000,1500000
134,3217428,272401, 10/08/2015,962000,862000
135,4295018,104129, 11/08/2015,984066,984066
135,4330343,96691, 11/08/2015,870000,870000
135,4330344,97951, 11/08/2015,445000,445000
136,3569569,559389, 12/08/2015,300000,300000
136,3670455,458405, 12/08/2015,1525724,1525724
136,4328894,105491, 12/08/2015,805000,805000
136,4330580,511837, 12/08/2015,170400,0
136,4330580,511837, 12/08/2015,170400,0
136,4330580,511837, 12/08/2015,170400,0
136,4330580,511837, 12/08/2015,170400,0
136,4330580,511837, 12/08/2015,170400,0
136,4330580,511837, 12/08/2015,170400,0
136,4330580,511837, 12/08/2015,170400,0
136,4330580,511837, 12/08/2015,170400,0
136,4330580,511837, 12/08/2015,170400,0
136,4330580,511837, 12/08/2015,170400,1700000
135,4099907,201719, 11/08/2015,1236000,1236000
132,4330634,484377, 08/08/2015,970000,970000
136,4330640,511419, 12/08/2015,1650000,1600000
136,4027703,530169, 12/08/2015,1009000,1009000
136,574964,593773, 12/08/2015,1591000,0
136,574964,593773, 12/08/2015,180000,1700000
136,600900,189630, 12/08/2015,1100000,1100000
137,4330900,256188, 13/08/2015,335000,335000
137,4330921,795678, 13/08/2015,520000,520000
137,4330954,177426, 13/08/2015,1199999,1199999
137,4331008,494686, 13/08/2015,809127,809127
137,3271612,542934, 13/08/2015,529000,529000
137,4286715,434315, 13/08/2015,314000,314000
137,3026268,509155, 13/08/2015,750000,750000
137,4131388,470401, 13/08/2015,500001,500001
137,4331279,340834, 13/08/2015,740000,740000
138,4331344,830649, 14/08/2015,1000000,1000000
138,4331345,830656, 14/08/2015,755000,755000
138,4331346,830754, 14/08/2015,1200000,1200000
138,4331347,632534, 14/08/2015,1500000,1500000
138,4331348,830757, 14/08/2015,1500000,1500000
138,4331349,691036, 14/08/2015,1000000,1000000
138,4331350,163438, 14/08/2015,1500000,1500000
138,4331351,830760, 14/08/2015,1500000,1500000
138,4331352,670479, 14/08/2015,1000000,1000000
138,4331353,680104, 14/08/2015,1500000,1500000
138,4331354,831720, 14/08/2015,500000,500000
138,4331355,831715, 14/08/2015,1500000,1500000
138,4331356,830764, 14/08/2015,850000,850000
133,4331363,335158, 09/08/2015,528300,528300
135,4023022,267449, 11/08/2015,470000,470000
138,3527458,459083, 14/08/2015,1000000,0
138,3527458,459083, 14/08/2015,245000,1245000
138,3021159,492515, 14/08/2015,560000,560000
138,4055451,229514, 14/08/2015,1000000,0
138,4055451,229514, 14/08/2015,250000,1250000
138,4331400,120879, 14/08/2015,1600000,1600000
138,4331401,196272, 14/08/2015,1500000,1500000
137,582237,607771, 13/08/2015,441000,0
137,582237,607771, 13/08/2015,977999,1418999
138,3325499,199813, 14/08/2015,700000,700000
138,4331516,830954, 14/08/2015,1500000,1500000
138,4331596,715143, 14/08/2015,1500000,1500000
138,4331602,286636, 14/08/2015,1657000,1500000
138,4331613,830940, 14/08/2015,1500000,1500000
138,4331632,712354, 14/08/2015,1500000,1500000
138,4331640,831840, 14/08/2015,1000000,1000000
138,3614066,534562, 14/08/2015,1397738,1397738
139,4331854,476826, 15/08/2015,700000,700000
139,4331855,189329, 15/08/2015,1000000,1000000
139,4331856,52180, 15/08/2015,1000000,1000000
139,3068134,618298, 15/08/2015,1600000,1600000
139,4331857,672828, 15/08/2015,1000000,1000000
139,3806592,618630, 15/08/2015,1389860,1389860
139,4331859,231724, 15/08/2015,700000,700000
139,4331860,162945, 15/08/2015,1500000,1500000
139,4331861,436704, 15/08/2015,800000,800000
139,595082,511429, 15/08/2015,902784,902784
139,666854,504379, 15/08/2015,855000,855000
136,3395084,616328, 12/08/2015,800000,800000
139,4331966,218155, 15/08/2015,1500001,1500001
139,3583735,445506, 15/08/2015,1561000,1561000
139,4332077,670150, 15/08/2015,1500000,1500000
139,4332089,167254, 15/08/2015,1200000,1200000
139,3905307,59236, 15/08/2015,906707,906707
139,4332092,514982, 15/08/2015,550000,550000
135,4332095,832697, 11/08/2015,1300000,1300000
139,587732,128584, 15/08/2015,1700000,1700000
139,4332108,831910, 15/08/2015,1500000,1500000
139,3227616,579848, 15/08/2015,522000,476000
139,4332122,830876, 15/08/2015,1000000,1000000
139,4332124,515124, 15/08/2015,850000,850000
137,4332125,195107, 13/08/2015,730000,0
137,4332125,195107, 13/08/2015,107000,837000
139,4332126,515608, 15/08/2015,1500000,1500000
139,4322602,174094, 15/08/2015,174000,174000
139,4332133,831915, 15/08/2015,1500000,1500000
142,3204465,374767, 18/08/2015,1287728,1287728
142,3795775,530935, 18/08/2015,269360,269360
142,4332405,76673, 18/08/2015,670000,0
142,4332405,76673, 18/08/2015,589000,1259000
141,4332607,833422, 17/08/2015,459000,0
141,4332607,833422, 17/08/2015,1097000,1500000
142,4332647,91962, 18/08/2015,250000,250000
141,4332773,808071, 17/08/2015,509000,0
141,4332773,808071, 17/08/2015,320000,829000
143,3205016,473566, 19/08/2015,1200000,0
143,3205016,473566, 19/08/2015,320000,0
143,3205016,473566, 19/08/2015,55000,1575000
139,4332824,473611, 15/08/2015,441000,441000
143,3529725,366427, 19/08/2015,470000,0
143,3529725,366427, 19/08/2015,490000,960000
142,4332917,424326, 18/08/2015,1243150,1243150
143,3944412,179530, 19/08/2015,1000000,1000000
143,4333045,115566, 19/08/2015,707000,707000
143,591889,612943, 19/08/2015,1105601,1105601
143,591889,612943, 19/08/2015,269640,269640
143,4333155,263145, 19/08/2015,936000,0
143,4333155,263145, 19/08/2015,300000,1236000
143,3928128,142159, 19/08/2015,1097000,805000
143,4333214,833757, 19/08/2015,741000,0
143,4333214,833757, 19/08/2015,759000,1500000
143,4330484,177425, 19/08/2015,618000,559000
143,4333246,833932, 19/08/2015,1500000,1500000
143,4333247,785058, 19/08/2015,1500000,1500000
144,4333281,829527, 20/08/2015,1536390,1536390
144,3090496,529199, 20/08/2015,190000,190000
144,3054120,531740, 20/08/2015,403320,403320
144,586521,603105, 20/08/2015,1200000,0
144,586521,603105, 20/08/2015,395000,1595000
144,3641367,459352, 20/08/2015,1250000,1250000
144,3583793,424818, 20/08/2015,321110,0
144,3583793,424818, 20/08/2015,898710,1219820
144,3140109,423677, 20/08/2015,1042222,1042222
144,4333396,130894, 20/08/2015,456241,456241
144,4333400,80493, 20/08/2015,590000,590000
144,3570168,490365, 20/08/2015,471000,471000
144,3579610,443703, 20/08/2015,1315648,1315648
144,4333454,231496, 20/08/2015,716999,716999
144,4333639,468614, 20/08/2015,1230181,1230181
144,4333671,471095, 20/08/2015,1097000,0
144,4333671,471095, 20/08/2015,420000,1517000
144,575447,535358, 20/08/2015,1600000,1600000
144,4333693,833937, 20/08/2015,1500000,1500000
144,3002706,531909, 20/08/2015,1650000,1290000
144,579381,535373, 20/08/2015,750000,750000
144,3580574,448686, 20/08/2015,355000,355000
144,4333708,833940, 20/08/2015,1500000,1500000
144,3150372,606541, 20/08/2015,1348177,1348177
144,4333721,833942, 20/08/2015,1000000,1000000
144,4017919,581512, 20/08/2015,1082000,1082000
145,637927,490834, 21/08/2015,390000,390000
145,4333768,696674, 21/08/2015,504000,504000
145,4333772,121856, 21/08/2015,1159000,1159000
145,4333773,490282, 21/08/2015,1159000,1159000
145,4333777,138354, 21/08/2015,1020000,1020000
145,4070678,428529, 21/08/2015,250000,250000
145,602096,488428, 21/08/2015,592600,592600
144,4333786,218696, 20/08/2015,1164950,0
144,4333786,218696, 20/08/2015,500250,1500000
145,4333805,272679, 21/08/2015,799000,0
145,4333805,272679, 21/08/2015,509000,1308000
145,4333815,796687, 21/08/2015,1706966,1700000
145,579381,535373, 21/08/2015,414400,414400
145,4054684,558426, 21/08/2015,1087500,1087500
145,4333839,685162, 21/08/2015,1550000,1550000
145,4333840,539368, 21/08/2015,618200,618200
145,4333844,821267, 21/08/2015,1600000,1600000
143,4333848,603895, 19/08/2015,745200,745200
145,3990819,423203, 21/08/2015,1330000,1330000
143,4333853,232078, 19/08/2015,925000,0
143,4333853,232078, 19/08/2015,543999,1468999
145,4333857,510696, 21/08/2015,999999,0
145,4333857,510696, 21/08/2015,509000,0
145,4333857,510696, 21/08/2015,75000,1583999
145,3261746,561899, 21/08/2015,380800,380800
143,4334077,834225, 19/08/2015,750000,0
143,4334077,834225, 19/08/2015,750000,1500001
144,4334094,266543, 20/08/2015,750000,750000
142,4110146,241353, 18/08/2015,799000,799000
145,637927,490834, 21/08/2015,1190000,1190000
145,4334111,189073, 21/08/2015,509000,509000
145,601338,488555, 21/08/2015,950000,950000
145,3046905,591434, 21/08/2015,607000,607000
145,4334121,118913, 21/08/2015,380000,380000
145,4334127,57426, 21/08/2015,1000000,0
145,4334127,57426, 21/08/2015,430000,1430000
145,4334130,835130, 21/08/2015,1593328,1593328
142,4280366,426689, 18/08/2015,509000,473000
145,574632,513651, 21/08/2015,1700000,1700000
145,4268405,223576, 21/08/2015,837000,837000
143,3962551,603551, 19/08/2015,470000,470000
144,4334180,208072, 20/08/2015,1800000,1600000
145,3642917,524810, 21/08/2015,1484000,1484000
145,3867880,447919, 21/08/2015,1098918,1098918
145,3511470,453964, 21/08/2015,180000,0
145,3511470,453964, 21/08/2015,400000,0
145,3511470,453964, 21/08/2015,300000,880000
145,3393214,434050, 21/08/2015,1478000,1478000
145,4065537,423215, 21/08/2015,1234199,1234199
145,554174,524279, 21/08/2015,1289000,1289000
145,3732913,435731, 21/08/2015,387000,387000
144,4334253,833328, 20/08/2015,1400001,1400001
142,4334260,437858, 18/08/2015,1285000,1285000
145,4323087,212094, 21/08/2015,100000,100000
145,4334302,443989, 21/08/2015,1097000,0
145,4334302,443989, 21/08/2015,200000,1296999
142,4334304,482303, 18/08/2015,1300000,0
142,4334304,482303, 18/08/2015,370000,1600000
145,4334319,509117, 21/08/2015,1200000,0
145,4334319,509117, 21/08/2015,310000,1510000
143,4334323,834565, 19/08/2015,1118000,0
143,4334323,834565, 19/08/2015,331000,1449000
145,4334331,542622, 21/08/2015,719728,719728
145,4334333,495959, 21/08/2015,1300000,1300000
142,4334336,200195, 18/08/2015,1600000,1600000
145,4334376,227473, 21/08/2015,645000,645000
145,4334381,835286, 21/08/2015,1019000,0
145,4334381,835286, 21/08/2015,581000,1600000
145,3056647,495262, 21/08/2015,550000,550000
145,627947,496026, 21/08/2015,550000,550000
145,4334407,214970, 21/08/2015,1600000,1600000
145,4075572,361065, 21/08/2015,1423300,1423300
145,3548448,506305, 21/08/2015,529999,529999
145,4052934,433225, 21/08/2015,1600000,1600000
145,3286193,495616, 21/08/2015,1300000,1300000
145,4334423,670323, 21/08/2015,1500000,1500000
145,627945,496093, 21/08/2015,580000,580000
145,4334426,835152, 21/08/2015,1500000,1500000
145,629457,495138, 21/08/2015,790001,790001
143,4189387,467555, 19/08/2015,350000,350000
143,4334431,196780, 19/08/2015,1376000,0
143,4334431,196780, 19/08/2015,195000,1371000
145,4334434,831238, 21/08/2015,500001,0
145,4334434,831238, 21/08/2015,1000000,1500000
144,4334435,468064, 20/08/2015,454000,0
144,4334435,468064, 20/08/2015,810000,1264000
144,3309263,481985, 20/08/2015,1019000,0
144,3309263,481985, 20/08/2015,575000,1594000
145,4141010,245396, 21/08/2015,1020000,0
145,4141010,245396, 21/08/2015,35000,1055001
144,4334440,344660, 20/08/2015,350000,350000
144,3726021,353561, 20/08/2015,889000,889000
145,4267429,485073, 21/08/2015,1208451,1208451
146,4334471,636846, 22/08/2015,1500000,1500000
146,4334472,834875, 22/08/2015,1200000,1200000
146,4334473,835146, 22/08/2015,1500000,1500000
146,4334474,834805, 22/08/2015,1500000,1500000
146,4334475,715144, 22/08/2015,1500000,1500000
142,4161896,479484, 18/08/2015,878000,878000
143,4334479,132129, 19/08/2015,565000,565000
146,4334486,712185, 22/08/2015,1297000,1297000
146,558987,554714, 22/08/2015,420000,420000
145,4334498,835195, 21/08/2015,1222000,1222000
146,575931,534436, 22/08/2015,810000,810000
144,4137689,232110, 20/08/2015,350000,0
144,4137689,232110, 20/08/2015,629000,979000
146,4334502,834543, 22/08/2015,1200000,0
146,4334502,834543, 22/08/2015,300000,1500000
145,3234144,498577, 21/08/2015,702999,702999
146,653022,510292, 22/08/2015,956000,956000
145,4334513,91383, 21/08/2015,809000,0
145,4334513,91383, 21/08/2015,381000,1190000
146,4334522,77620, 22/08/2015,1200000,1200000
146,4334521,495491, 22/08/2015,999999,999999
146,3775283,512869, 22/08/2015,1012000,1012000
146,4334526,799426, 22/08/2015,500000,0
146,4334526,799426, 22/08/2015,1100000,1600000
144,3517427,349027, 20/08/2015,350000,350000
146,4334533,221443, 22/08/2015,1096999,1096999
146,4334548,77019, 22/08/2015,1200000,1200000
146,4334331,542622, 22/08/2015,450000,450000
143,3124377,460390, 19/08/2015,809000,809000
146,4334559,515165, 22/08/2015,1000000,1000000
145,4333084,833441, 21/08/2015,520000,520000
146,4334563,542101, 22/08/2015,1100000,0
146,4334563,542101, 22/08/2015,509000,1600000
144,4334569,428894, 20/08/2015,640001,0
144,4334569,428894, 20/08/2015,589999,1230000
143,4334570,377938, 19/08/2015,1012000,1012000
146,4334571,127992, 22/08/2015,1350000,0
146,4334571,127992, 22/08/2015,200000,1550000
146,4334572,709835, 22/08/2015,1500000,1500000
145,4334581,232098, 21/08/2015,808999,0
145,4334581,232098, 21/08/2015,381001,1190000
146,4334586,834207, 22/08/2015,1500000,1500000
144,4334589,423225, 20/08/2015,1019000,0
144,4334589,423225, 20/08/2015,470000,1489000
146,3121202,489080, 22/08/2015,420000,420000
146,4334608,489306, 22/08/2015,1593000,1593000
146,3047656,485489, 22/08/2015,1595950,1595950
146,3227171,491566, 22/08/2015,99999,99999
146,4334630,471610, 22/08/2015,1479000,1479000
146,4334632,430989, 22/08/2015,932699,932699
146,3632780,269406, 22/08/2015,550000,350000
146,3100019,468268, 22/08/2015,1800285,1700000
146,3953420,453094, 22/08/2015,2108999,2099999
146,4334689,430800, 22/08/2015,1197999,1197999
146,4043070,351112, 22/08/2015,1443584,1443584
146,3338217,556101, 22/08/2015,933500,933500
146,4334707,829396, 22/08/2015,1526396,1499999
146,4334708,829396, 22/08/2015,1265421,1265421
146,4326124,186125, 22/08/2015,116176,116176
146,4334722,504097, 22/08/2015,1592481,1592481
146,4334725,209656, 22/08/2015,1018565,1018565
146,4329510,227827, 22/08/2015,139074,139074
146,558317,547915, 22/08/2015,571062,571062
146,578486,523045, 22/08/2015,1096999,1096999
146,624225,509296, 22/08/2015,1499999,1499999
148,4334991,196809, 24/08/2015,504000,504000
148,4334992,227750, 24/08/2015,740822,740822
148,3765454,435384, 24/08/2015,504000,0
148,3765454,435384, 24/08/2015,559000,1062999
148,3022774,359120, 24/08/2015,1400000,0
148,3022774,359120, 24/08/2015,239000,1639000
148,4318364,818690, 24/08/2015,379914,379914
148,4335002,91818, 24/08/2015,1080000,1080000
148,559058,174527, 24/08/2015,1700000,1700000
148,4335013,528887, 24/08/2015,1753042,1600000
148,4051754,432842, 24/08/2015,1159000,1159000
148,4335023,202012, 24/08/2015,1147000,1147000
148,3482802,532670, 24/08/2015,469000,469000
148,3702282,437978, 24/08/2015,471000,471000
148,4335051,587663, 24/08/2015,1342999,1342999
148,4335052,216923, 24/08/2015,1598798,1598798
148,3139405,509253, 24/08/2015,1048000,1048000
148,4335064,216987, 24/08/2015,1400000,1400000
148,4335080,103143, 24/08/2015,550000,550000
148,563484,542547, 24/08/2015,1588940,1588940
148,4335104,203675, 24/08/2015,1600000,1600000
148,641234,56477, 24/08/2015,437000,437000
148,3766466,188573, 24/08/2015,1262150,1262150
148,4335128,433770, 24/08/2015,1600000,1600000
148,562037,526701, 24/08/2015,795999,795999
148,4303074,82162, 24/08/2015,881000,881000
148,4335219,202518, 24/08/2015,1100000,1100000
148,3091583,525777, 24/08/2015,1400000,0
148,3091583,525777, 24/08/2015,150000,1550000
148,4335229,432610, 24/08/2015,586140,586140
148,4335244,424785, 24/08/2015,1600000,1600000
148,3609015,446149, 24/08/2015,665000,0
148,3609015,446149, 24/08/2015,750000,1356000
148,4335259,432037, 24/08/2015,1350889,1350889
148,3112134,479413, 24/08/2015,1000000,0
148,3112134,479413, 24/08/2015,224999,1224999
148,4335305,426505, 24/08/2015,1600000,1600000
148,4064950,489769, 24/08/2015,1070000,1070000
148,4335429,804721, 24/08/2015,1600000,1600000
148,4335430,134568, 24/08/2015,1600000,1600000
148,3139538,554813, 24/08/2015,1100000,1100000
148,3586038,452353, 24/08/2015,1310000,1310000
148,3701981,444915, 24/08/2015,1242151,1242151
148,4320424,817758, 24/08/2015,635000,635000
148,643125,613540, 24/08/2015,1575870,1575870
148,3753029,460601, 24/08/2015,1007665,1007665
148,4320112,532972, 24/08/2015,855514,800909
148,3156809,439194, 24/08/2015,1214000,1167000
149,3278948,545144, 25/08/2015,1321567,1321567
149,636031,522003, 25/08/2015,1700000,1700000
149,4335786,443657, 25/08/2015,1506362,1506362
149,3053810,369766, 25/08/2015,1100000,1100000
149,4335790,425072, 25/08/2015,1433106,1433106
149,4335795,437903, 25/08/2015,1600000,1600000
145,4335799,834929, 21/08/2015,1450000,1450000
149,594575,471643, 25/08/2015,1700000,1700000
149,3211533,580292, 25/08/2015,1397032,1397032
144,4335810,836351, 20/08/2015,1200000,1200000
149,3912288,433067, 25/08/2015,1600000,1600000
149,4011829,397615, 25/08/2015,1456141,1456141
149,3708316,443702, 25/08/2015,811000,811000
149,4335820,451391, 25/08/2015,1600000,1600000
149,4335821,835292, 25/08/2015,509000,509000
149,4151550,433383, 25/08/2015,579400,579400
144,4335830,835090, 20/08/2015,1591000,1591000
149,3000962,471670, 25/08/2015,1700000,1700000
149,641296,504864, 25/08/2015,845001,0
149,641296,504864, 25/08/2015,367000,1212001
149,3642643,477088, 25/08/2015,885069,885069
149,4063393,497753, 25/08/2015,640000,640000
149,577293,506429, 25/08/2015,1300000,1300000
149,4335898,68418, 25/08/2015,300000,300000
149,4267691,167526, 25/08/2015,346020,346020
149,4335945,522061, 25/08/2015,1600000,1600000
149,4213645,422685, 25/08/2015,450000,450000
149,563430,512881, 25/08/2015,468000,468000
149,3249697,497851, 25/08/2015,1350000,1350000
148,4256437,232001, 24/08/2015,465000,465000
149,4335987,431208, 25/08/2015,1126000,0
149,4335987,431208, 25/08/2015,454000,1580000
149,3965204,562958, 25/08/2015,1303086,1303086
149,690948,511222, 25/08/2015,1300000,1300000
149,4335996,454183, 25/08/2015,816000,816000
149,4336011,171939, 25/08/2015,1299999,1299999
149,3211255,272405, 25/08/2015,1240000,1240000
149,3573050,438052, 25/08/2015,1585218,1585218
149,4336047,809828, 25/08/2015,750000,750000
149,4161622,438052, 25/08/2015,266700,266700
149,4336055,836752, 25/08/2015,1187418,1187418
149,4336070,640716, 25/08/2015,1600000,1600000
149,4336076,339006, 25/08/2015,925905,925905
149,3550808,519908, 25/08/2015,600000,600000
149,4336082,228464, 25/08/2015,973743,973743
149,4170267,200644, 25/08/2015,822557,822557
149,4336092,830975, 25/08/2015,798000,798000
149,4336161,193340, 25/08/2015,1317358,1317358
149,4336167,170966, 25/08/2015,1175556,0
149,4336167,170966, 25/08/2015,377679,1500000
149,553811,527059, 25/08/2015,910455,910455
149,4336175,171678, 25/08/2015,691688,691688
149,555354,511842, 25/08/2015,1100000,1100000
149,4336209,834656, 25/08/2015,333900,333900
149,3872569,408806, 25/08/2015,700000,700000
149,3561249,465526, 25/08/2015,285730,0
149,3561249,465526, 25/08/2015,285730,571460
149,3595624,499411, 25/08/2015,779000,779000
149,3106691,540194, 25/08/2015,1000000,0
149,3106691,540194, 25/08/2015,600000,1600000
149,3595997,446674, 25/08/2015,1280000,1280000
149,4044715,217693, 25/08/2015,950538,950538
149,4336270,102977, 25/08/2015,1011999,1011999
149,4336272,834801, 25/08/2015,1500000,1500000
149,4336275,833344, 25/08/2015,1570234,1570234
149,4336282,51443, 25/08/2015,594000,594000
149,4336284,428545, 25/08/2015,1110000,0
149,4336284,428545, 25/08/2015,490000,1599999
149,4336298,191992, 25/08/2015,1591700,1591700
149,4185322,205652, 25/08/2015,992372,992372
149,4336307,506612, 25/08/2015,1484559,1484559
149,4336316,836804, 25/08/2015,742500,742500
149,612849,571139, 25/08/2015,1510000,1510000
149,4336325,603935, 25/08/2015,1600000,1600000
149,3095281,542062, 25/08/2015,1498772,1498772
149,4336355,340426, 25/08/2015,1341577,1341577
149,3751382,504936, 25/08/2015,367000,367000
149,4336361,191855, 25/08/2015,1350000,0
149,4336361,191855, 25/08/2015,350000,1700000
149,4295703,241238, 25/08/2015,1053600,1053600
149,572979,601196, 25/08/2015,1238999,1194999
149,3398777,454697, 25/08/2015,1500001,1500001
149,3521203,202377, 25/08/2015,1600000,1600000
149,4336390,345666, 25/08/2015,1600000,1600000
149,4336398,835335, 25/08/2015,1600000,1600000
149,4336399,834663, 25/08/2015,1591362,1591362
149,4336400,833572, 25/08/2015,1514226,1514226
149,4336402,833566, 25/08/2015,1583272,1583272
149,4336405,233379, 25/08/2015,1196891,1196891
149,4336406,87863, 25/08/2015,1536692,1536692
149,4336408,833534, 25/08/2015,1570002,1570002
149,4336409,833525, 25/08/2015,1398784,1398784
149,4336411,833501, 25/08/2015,1600000,1600000
150,4336418,420382, 26/08/2015,350000,350000
150,579659,429716, 26/08/2015,1349000,1349000
